drug_1	drug_2
DB00331	DB12615
DB00571	DB11732
DB09035	DB11967
DB00740	DB12243
DB13296	DB12277
DB13670	DB00518
DB00264	DB00612
DB01156	DB00215
DB00947	DB11595
DB08882	DB11595
DB09035	DB15140
DB01229	DB01262
DB09037	DB14989
DB00368	DB00841
DB15199	DB06605
DB11664	DB12465
DB14509	DB01221
DB00338	DB16170
DB16250	DB00317
DB15151	DB11595
DB00181	DB00829
DB14892	DB11730
DB01234	DB00860
DB08907	DB01032
DB08907	DB00661
DB00860	DB06612
DB00208	DB11823
DB15035	DB01045
DB00368	DB11842
DB00480	DB08870
DB00338	DB12095
DB00927	DB12095
DB15110	DB01262
DB15110	DB00987
DB00695	DB01032
DB00331	DB00501
DB01234	DB00959
DB00512	DB00684
DB11918	DB11714
DB00273	DB11732
DB15286	DB01229
DB04854	DB11873
DB09035	DB08875
DB00762	DB12332
DB09009	DB00281
DB08882	DB00046
DB00072	DB15559
DB00990	DB15559
DB09570	DB09053
DB01268	DB00571
DB00193	DB00321
DB11689	DB00928
DB11703	DB14917
DB01248	DB08899
DB01306	DB09564
DB00910	DB09037
DB16250	DB11730
DB16250	DB08911
DB15088	DB11714
DB01306	DB00047
DB08899	DB00399
DB00482	DB08992
DB16125	DB11595
DB11595	DB01248
DB09303	DB11595
DB00330	DB01045
DB15031	DB01098
DB00997	DB11595
DB01167	DB14857
DB01045	DB14857
DB00176	DB14857
DB09052	DB09037
DB15773	DB00945
DB09035	DB06769
DB01294	DB11581
DB00640	DB00297
DB01073	DB14086
DB14986	DB01045
DB14986	DB01167
DB08896	DB09037
DB01229	DB14765
DB00788	DB00316
DB00300	DB00442
DB15421	DB09331
DB00853	DB00541
DB01098	DB08932
DB15286	DB11717
DB00073	DB09037
DB13867	DB01001
DB00476	DB00571
DB01211	DB00683
DB01221	DB08883
DB11793	DB00072
DB14905	DB11595
DB09330	DB08916
DB01136	DB00264
DB14780	DB09037
DB08877	DB12638
DB01101	DB11714
DB09570	DB00480
DB11581	DB14989
DB00480	DB14989
DB09053	DB00072
DB14872	DB00501
DB09035	DB00987
DB00193	DB01233
DB14962	DB01167
DB00503	DB14962
DB11759	DB08877
DB00571	DB00683
DB04817	DB00316
DB08931	DB08932
DB11641	DB01248
DB11684	DB08912
DB09330	DB11689
DB00844	DB00297
DB00947	DB09037
DB04854	DB00049
DB09035	DB14765
DB01610	DB15419
DB14846	DB01167
DB11896	DB01611
DB00482	DB16425
DB09035	DB08896
DB09037	DB14765
DB08881	DB08935
DB00297	DB00316
DB00051	DB12917
DB06228	DB08995
DB09035	DB00958
DB00762	DB11885
DB06322	DB08899
DB06322	DB05812
DB09035	DB09078
DB13126	DB00091
DB12267	DB00683
DB00853	DB14765
DB00220	DB09570
DB11595	DB15409
DB00073	DB14867
DB09053	DB14867
DB11093	DB06724
DB08911	DB11714
DB08875	DB15232
DB08871	DB11714
DB12153	DB00915
DB11793	DB15421
DB09035	DB15082
DB00877	DB11689
DB00550	DB00763
DB09143	DB11730
DB11730	DB00441
DB00254	DB09037
DB09287	DB01329
DB00635	DB15114
DB11581	DB03496
DB00196	DB11951
DB11951	DB00927
DB00005	DB11834
DB09035	DB09037
DB13930	DB09073
DB11922	DB00338
DB11759	DB00987
DB00203	DB03128
DB01005	DB00853
DB00818	DB00465
DB01221	DB00745
DB00982	DB00857
DB00982	DB01167
DB01234	DB09073
DB00415	DB01234
DB11841	DB01101
DB12147	DB15421
DB15078	DB11595
DB13026	DB00798
DB00813	DB08816
DB00112	DB12332
DB00783	DB00929
DB14581	DB08899
DB08916	DB06626
DB06228	DB01225
DB00889	DB00683
DB11951	DB00898
DB11945	DB00441
DB00860	DB11075
DB12021	DB11581
DB14892	DB11791
DB14892	DB06168
DB00316	DB00281
DB09050	DB01606
DB00099	DB11723
DB09035	DB01101
DB00480	DB09331
DB06292	DB09038
DB00853	DB00073
DB00996	DB00316
DB00758	DB11362
DB01200	DB00316
DB11841	DB00041
DB08871	DB11945
DB09035	DB05578
DB00860	DB00945
DB06703	DB00264
DB15118	DB09037
DB00515	DB11714
DB09035	DB15247
DB15247	DB09037
DB14976	DB01167
DB11945	DB01229
DB08877	DB00853
DB00982	DB00577
DB01248	DB00694
DB16343	DB11758
DB12483	DB15078
DB05136	DB09037
DB15035	DB00073
DB09113	DB01222
DB09035	DB12332
DB00205	DB00313
DB06186	DB14581
DB14776	DB06186
DB09073	DB05773
DB15133	DB00338
DB05899	DB08899
DB09330	DB00945
DB06176	DB11581
DB00724	DB09143
DB00853	DB09053
DB01167	DB12427
DB09029	DB12917
DB01104	DB09128
DB00476	DB09128
DB09128	DB00472
DB09128	DB01175
DB00715	DB09128
DB00859	DB06824
DB06379	DB00669
DB14646	DB06282
DB01050	DB00497
DB06176	DB09570
DB00818	DB00653
DB11901	DB15421
DB15257	DB12874
DB09035	DB13943
DB11595	DB08896
DB12325	DB11595
DB14811	DB11595
DB00916	DB00736
DB11945	DB16225
DB05578	DB00441
DB06612	DB01001
DB04865	DB00928
DB06292	DB12412
DB09038	DB12412
DB11885	DB01248
DB11885	DB00642
DB06695	DB06605
DB06228	DB06695
DB04849	DB01229
DB01042	DB00437
DB00441	DB11714
DB11855	DB00983
DB01248	DB11945
DB00853	DB00577
DB01253	DB00107
DB11740	DB09074
DB09074	DB14917
DB09035	DB00570
DB00302	DB00343
DB12483	DB09053
DB11581	DB00947
DB00345	DB01362
DB00254	DB00210
DB09035	DB06273
DB09035	DB05109
DB00482	DB00945
DB06589	DB12565
DB00916	DB01327
DB00904	DB00434
DB01045	DB06677
DB09035	DB00020
DB11885	DB00317
DB01073	DB06769
DB00718	DB00583
DB00515	DB00305
DB04829	DB11664
DB00295	DB00750
DB01357	DB14924
DB00422	DB00818
DB00982	DB08875
DB09063	DB01248
DB00515	DB14765
DB00281	DB00187
DB00515	DB11595
DB00554	DB00367
DB14811	DB00480
DB00501	DB12509
DB06643	DB00481
DB12612	DB01241
DB01045	DB12612
DB12612	DB01167
DB11581	DB12141
DB00421	DB00381
DB00381	DB00808
DB01248	DB06168
DB05889	DB09052
DB15133	DB00683
DB00398	DB09078
DB08875	DB05294
DB08911	DB12015
DB00404	DB02530
DB11945	DB11967
DB11760	DB11967
DB00067	DB00959
DB06365	DB09074
DB01234	DB00653
DB08896	DB00398
DB14973	DB00683
DB00328	DB00316
DB09035	DB08916
DB09028	DB00945
DB12483	DB00331
DB09035	DB12001
DB13126	DB00688
DB00002	DB08875
DB01234	DB00443
DB00230	DB00465
DB01392	DB00741
DB00582	DB12471
DB00330	DB00207
DB15570	DB09037
DB14976	DB08899
DB09331	DB09053
DB12159	DB00043
DB14009	DB00497
DB00531	DB01281
DB09035	DB08877
DB09053	DB16222
DB08898	DB00563
DB08898	DB00073
DB09298	DB12881
DB09035	DB06699
DB05578	DB11595
DB00002	DB11714
DB11793	DB05239
DB00203	DB00264
DB01590	DB12154
DB00758	DB15773
DB13049	DB00773
DB12920	DB00928
DB08877	DB00959
DB09083	DB00612
DB00743	DB15690
DB08911	DB08901
DB01234	DB11689
DB09035	DB12483
DB01005	DB00819
DB00958	DB13005
DB00331	DB00736
DB00571	DB01098
DB01098	DB01136
DB11652	DB01241
DB11652	DB01045
DB11652	DB00390
DB11652	DB01167
DB11945	DB16252
DB00961	DB09009
DB00635	DB06273
DB12282	DB09037
DB01268	DB08875
DB11595	DB12141
DB09074	DB05812
DB12874	DB11581
DB00094	DB00032
DB12130	DB12267
DB11581	DB15425
DB01234	DB11730
DB02546	DB09074
DB14726	DB14973
DB01205	DB01183
DB00302	DB09526
DB13126	DB00058
DB11581	DB08899
DB08899	DB09037
DB09330	DB11963
DB09035	DB05643
DB00811	DB14126
DB00625	DB00683
DB00958	DB01101
DB09029	DB00860
DB00072	DB15186
DB09035	DB16240
DB14974	DB00091
DB14811	DB14707
DB06176	DB15295
DB00575	DB00297
DB16252	DB01101
DB14976	DB01229
DB00302	DB09222
DB00338	DB13867
DB08930	DB14126
DB08864	DB14126
DB00853	DB05266
DB00002	DB15568
DB08916	DB15568
DB09037	DB15568
DB01129	DB12255
DB09038	DB15123
DB01261	DB15123
DB08895	DB00635
DB15765	DB00112
DB00448	DB11945
DB14973	DB00331
DB12119	DB08875
DB00750	DB00083
DB10343	DB11595
DB01211	DB08903
DB00361	DB11595
DB11850	DB14989
DB01098	DB12255
DB01045	DB12255
DB01032	DB12255
DB00390	DB12255
DB00695	DB12255
DB13868	DB12255
DB00567	DB01140
DB08889	DB06681
DB01098	DB14973
DB00996	DB00268
DB00512	DB00331
DB14828	DB00563
DB01045	DB15163
DB14825	DB11714
DB11595	DB06273
DB00218	DB00482
DB08875	DB11714
DB08911	DB01611
DB08916	DB09511
DB01263	DB00196
DB01076	DB00806
DB12824	DB11714
DB14917	DB11714
DB00581	DB00904
DB11581	DB11703
DB11873	DB00437
DB13874	DB14568
DB01234	DB01590
DB00540	DB00281
DB09099	DB00104
DB00635	DB11714
DB00292	DB00107
DB00818	DB00107
DB11945	DB01101
DB06616	DB09073
DB00396	DB00378
DB01018	DB00281
DB00338	DB00261
DB11581	DB00421
DB11793	DB11595
DB13007	DB11595
DB11595	DB16225
DB06643	DB08899
DB11771	DB01229
DB11581	DB06769
DB08877	DB11581
DB04868	DB12597
DB11760	DB15232
DB01213	DB00316
DB01222	DB09273
DB09570	DB11942
DB00512	DB13140
DB00331	DB05667
DB00813	DB00753
DB05109	DB11581
DB00320	DB00313
DB12483	DB11581
DB00593	DB01175
DB01394	DB00806
DB00760	DB00303
DB09330	DB11793
DB00695	DB00999
DB00988	DB00770
DB00561	DB00277
DB11793	DB11958
DB00030	DB13928
DB16425	DB00945
DB16124	DB00773
DB16124	DB01229
DB00708	DB00683
DB01234	DB00620
DB01294	DB00843
DB14773	DB07101
DB09126	DB01284
DB01268	DB12001
DB09035	DB12303
DB11760	DB11896
DB00515	DB11918
DB12709	DB01610
DB00879	DB14126
DB00073	DB14989
DB11828	DB00313
DB15043	DB09078
DB00289	DB01062
DB00773	DB14993
DB00310	DB00887
DB11841	DB09074
DB00594	DB00310
DB00073	DB01281
DB13126	DB00176
DB01165	DB00860
DB14986	DB00338
DB00860	DB00741
DB14973	DB01032
DB09034	DB00907
DB09053	DB12565
DB06704	DB08899
DB09330	DB15133
DB00724	DB01142
DB09330	DB00822
DB09330	DB12048
DB09330	DB11363
DB11885	DB15043
DB08879	DB00073
DB09035	DB12019
DB12019	DB09037
DB11595	DB12019
DB06817	DB00879
DB01098	DB12332
DB11581	DB11942
DB00899	DB00497
DB01235	DB11632
DB11743	DB01006
DB00947	DB11743
DB01331	DB00207
DB06168	DB09037
DB00717	DB00704
DB11800	DB11714
DB11653	DB00904
DB16124	DB06334
DB11885	DB09037
DB06151	DB13281
DB00296	DB00514
DB14851	DB06186
DB13126	DB01129
DB06204	DB00338
DB05187	DB00328
DB16166	DB13928
DB01294	DB01043
DB15305	DB00683
DB15378	DB06186
DB11967	DB09037
DB12893	DB12332
DB11845	DB12332
DB00820	DB09037
DB14769	DB01045
DB05578	DB12332
DB00361	DB14993
DB00030	DB09099
DB13089	DB01234
DB00193	DB00497
DB09037	DB15102
DB00929	DB00107
DB11967	DB12267
DB14707	DB12170
DB15166	DB01045
DB12513	DB00661
DB12513	DB01241
DB01045	DB15637
DB06151	DB00316
DB08877	DB09037
DB00668	DB01002
DB15100	DB00928
DB00531	DB12008
DB00441	DB12008
DB00196	DB12471
DB01268	DB06626
DB00482	DB12340
DB09035	DB11845
DB01109	DB13995
DB09035	DB00526
DB09035	DB14568
DB01181	DB11741
DB14776	DB11741
DB16409	DB00073
DB15140	DB11945
DB13126	DB00503
DB15765	DB11885
DB06809	DB09037
DB09061	DB00899
DB13928	DB09038
DB16343	DB15048
DB00099	DB00860
DB00682	DB08813
DB05109	DB00762
DB04145	DB11945
DB00557	DB00683
DB01166	DB01175
DB00619	DB08901
DB12154	DB06273
DB11885	DB01030
DB08907	DB14935
DB16406	DB00073
DB00678	DB00381
DB00112	DB12001
DB00512	DB11061
DB05990	DB01586
DB09330	DB05220
DB05812	DB12218
DB15765	DB14765
DB15003	DB01167
DB13874	DB11581
DB01098	DB14924
DB11978	DB00056
DB00050	DB00007
DB00762	DB12008
DB01222	DB06812
DB08877	DB16322
DB08877	DB15271
DB12023	DB00860
DB01098	DB01294
DB00783	DB00020
DB11595	DB00072
DB11595	DB01006
DB15765	DB00020
DB00457	DB00434
DB00338	DB15637
DB05239	DB01294
DB00537	DB01082
DB01294	DB08911
DB13126	DB00861
DB01610	DB00853
DB12048	DB01045
DB12756	DB01045
DB12048	DB01167
DB14009	DB00184
DB06288	DB01200
DB00489	DB00204
DB12205	DB09073
DB14723	DB00441
DB00065	DB00051
DB01611	DB11967
DB00182	DB01576
DB11595	DB12768
DB15140	DB00073
DB01409	DB00983
DB00619	DB11942
DB00681	DB01099
DB13930	DB01611
DB00091	DB12612
DB11581	DB15100
DB00853	DB11885
DB16399	DB09037
DB00072	DB14993
DB00295	DB00413
DB08901	DB00945
DB01059	DB04924
DB00860	DB15091
DB15057	DB00515
DB14922	DB01101
DB14922	DB00642
DB01075	DB00316
DB01060	DB11739
DB01181	DB01073
DB15106	DB15043
DB00203	DB06335
DB00633	DB09009
DB15245	DB01167
DB08875	DB00642
DB06699	DB12941
DB00563	DB00641
DB00927	DB12048
DB15765	DB11679
DB05812	DB12332
DB08899	DB12332
DB14039	DB15328
DB15328	DB14042
DB12887	DB05812
DB12887	DB08899
DB01072	DB05015
DB00916	DB00207
DB14785	DB01281
DB12048	DB00683
DB09035	DB11760
DB00514	DB00715
DB13928	DB09045
DB02546	DB00675
DB01136	DB00722
DB00196	DB15637
DB00331	DB00563
DB08885	DB03819
DB00415	DB00207
DB00098	DB00531
DB00390	DB15773
DB00571	DB00211
DB00396	DB12235
DB09053	DB11952
DB09035	DB11885
DB00853	DB11942
DB09256	DB00441
DB12109	DB06769
DB08877	DB01005
DB00515	DB00213
DB04652	DB08877
DB00218	DB00836
DB00480	DB15765
DB06176	DB12483
DB00093	DB00750
DB01075	DB04465
DB08899	DB12941
DB00112	DB15043
DB00678	DB09038
DB00853	DB12001
DB00293	DB00002
DB00480	DB06273
DB00480	DB15434
DB00927	DB00455
DB12674	DB11595
DB12483	DB12332
DB01098	DB11644
DB00005	DB00834
DB11942	DB09037
DB09447	DB15373
DB15219	DB01229
DB09035	DB12146
DB08908	DB14004
DB00230	DB00316
DB14924	DB01045
DB11945	DB11794
DB01357	DB15003
DB11581	DB09037
DB11581	DB01101
DB01002	DB01221
DB01002	DB00653
DB11595	DB12332
DB15765	DB01262
DB16125	DB09331
DB13874	DB08877
DB00421	DB00783
DB09154	DB00175
DB11581	DB00188
DB12130	DB11967
DB12130	DB08865
DB01005	DB00746
DB00746	DB14242
DB15494	DB13925
DB00258	DB12255
DB00658	DB12255
DB00286	DB00783
DB00098	DB00028
DB08877	DB08911
DB12019	DB01167
DB12019	DB01045
DB09035	DB05015
DB05015	DB11730
DB01236	DB00281
DB01611	DB12001
DB09035	DB15378
DB01611	DB14761
DB01611	DB00207
DB00390	DB14765
DB11058	DB00544
DB12147	DB00564
DB00026	DB06273
DB00026	DB09036
DB00922	DB00653
DB11760	DB08899
DB11760	DB11595
DB00059	DB00074
DB11760	DB06626
DB00198	DB01611
DB00198	DB00207
DB01611	DB13729
DB09019	DB01611
DB11762	DB06603
DB00507	DB01611
DB00678	DB00945
DB00695	DB00598
DB01234	DB06210
DB00877	DB11714
DB01611	DB00068
DB01200	DB00687
DB01234	DB00465
DB00669	DB14924
DB00563	DB11714
DB12674	DB09037
DB01611	DB12466
DB09073	DB11945
DB04884	DB00820
DB01221	DB00704
DB14776	DB00526
DB15106	DB01167
DB05643	DB09037
DB11817	DB01611
DB14976	DB09037
DB15247	DB11595
DB08818	DB00302
DB11793	DB11885
DB16406	DB09037
DB16222	DB00073
DB06626	DB15043
DB11595	DB11945
DB15631	DB00853
DB01156	DB00909
DB08895	DB01611
DB09303	DB00973
DB00853	DB15637
DB11817	DB14761
DB14922	DB09078
DB15588	DB11672
DB14776	DB01101
DB15171	DB00316
DB14761	DB06273
DB11901	DB08899
DB01225	DB01109
DB04876	DB01175
DB04862	DB14761
DB11431	DB00518
DB08895	DB15143
DB14924	DB15143
DB09150	DB09144
DB00608	DB01611
DB00112	DB11942
DB11595	DB08881
DB11793	DB15765
DB11595	DB09073
DB06791	DB08875
DB14762	DB05679
DB00480	DB15035
DB01110	DB00620
DB00643	DB09078
DB14776	DB09078
DB00297	DB00454
DB00602	DB00678
DB14004	DB05812
DB12874	DB00625
DB01270	DB00620
DB11703	DB11714
DB12483	DB08881
DB11743	DB01101
DB08871	DB11743
DB14986	DB00196
DB01156	DB14986
DB09035	DB01611
DB12101	DB08935
DB12101	DB00073
DB00845	DB00068
DB01197	DB00966
DB00310	DB00678
DB00656	DB00425
DB00615	DB15035
DB00479	DB01112
DB09242	DB00381
DB11793	DB09037
DB01234	DB06273
DB00853	DB00688
DB11595	DB00441
DB11823	DB01221
DB11793	DB12001
DB01406	DB00871
DB00350	DB00341
DB00695	DB12243
DB11751	DB08930
DB01109	DB00959
DB01590	DB08911
DB00331	DB01197
DB04876	DB01197
DB06260	DB14761
DB00003	DB14761
DB00091	DB14761
DB00760	DB00803
DB00803	DB00560
DB01129	DB11703
DB00635	DB01394
DB00060	DB14761
DB00571	DB12768
DB01045	DB12134
DB00501	DB12134
DB00811	DB00068
DB09068	DB00659
DB00951	DB00929
DB00822	DB08883
DB11793	DB11828
DB00331	DB00602
DB00331	DB00176
DB06769	DB09037
DB15373	DB16024
DB11581	DB08860
DB01060	DB00878
DB01234	DB00641
DB01098	DB14785
DB16364	DB06210
DB04829	DB01454
DB09075	DB01394
DB09065	DB09299
DB15187	DB00928
DB06626	DB09078
DB01367	DB00073
DB09061	DB00717
DB00795	DB06403
DB00633	DB00465
DB00959	DB00451
DB01225	DB00959
DB00254	DB00207
DB00571	DB00929
DB00742	DB09287
DB12887	DB01167
DB12887	DB01045
DB12281	DB00480
DB00927	DB15232
DB01098	DB06210
DB08877	DB12010
DB01136	DB04115
DB00762	DB11581
DB14892	DB08911
DB14892	DB08912
DB06151	DB00927
DB09330	DB12001
DB00683	DB11739
DB11703	DB11633
DB15043	DB00441
DB05381	DB11193
DB06151	DB01220
DB11679	DB01167
DB11679	DB01045
DB01045	DB11739
DB00635	DB00396
DB04829	DB12465
DB01257	DB11580
DB00972	DB01222
DB08877	DB11942
DB09074	DB11885
DB16095	DB00442
DB15653	DB00333
DB00635	DB01611
DB01101	DB01006
DB00252	DB01202
DB14922	DB11679
DB14776	DB00853
DB06317	DB08910
DB09061	DB11057
DB09078	DB15463
DB01037	DB01248
DB00734	DB00497
DB00246	DB00497
DB00002	DB01269
DB09029	DB10429
DB13048	DB11986
DB12824	DB00002
DB14761	DB01281
DB00065	DB14761
DB00091	DB00741
DB01098	DB09038
DB00331	DB00704
DB09035	DB05148
DB09061	DB14311
DB01050	DB00586
DB08879	DB10429
DB00207	DB12466
DB00370	DB01577
DB00002	DB15140
DB00910	DB00441
DB14922	DB11885
DB13923	DB00025
DB15219	DB00642
DB12887	DB09037
DB08871	DB11885
DB08885	DB06626
DB00762	DB01294
DB08917	DB00200
DB11595	DB11743
DB09074	DB12001
DB01234	DB14761
DB00318	DB04817
DB15043	DB01229
DB15044	DB11703
DB01117	DB00361
DB01128	DB13729
DB00996	DB00959
DB01132	DB06655
DB15044	DB14867
DB15044	DB00480
DB00678	DB00860
DB00307	DB01101
DB11901	DB11853
DB00640	DB00975
DB02701	DB11664
DB12404	DB00899
DB01132	DB12914
DB00758	DB12914
DB13126	DB00331
DB14776	DB01229
DB00058	DB14761
DB01085	DB00692
DB00308	DB00624
DB12389	DB00374
DB15765	DB05578
DB12090	DB09330
DB00367	DB00834
DB04868	DB11904
DB01042	DB14829
DB09035	DB11952
DB09052	DB08901
DB11823	DB00818
DB00193	DB00788
DB12466	DB14761
DB00066	DB09066
DB15170	DB00683
DB00476	DB01175
DB00196	DB12500
DB16371	DB08935
DB11760	DB05015
DB00571	DB00630
DB12887	DB11714
DB09274	DB01087
DB01236	DB01189
DB11866	DB00630
DB00602	DB01611
DB01167	DB12218
DB09274	DB11672
DB00471	DB01611
DB11853	DB00199
DB00254	DB06228
DB01488	DB07919
DB00338	DB15305
DB06292	DB06629
DB14922	DB15036
DB00965	DB00262
DB00254	DB00602
DB09074	DB12015
DB00065	DB06273
DB00112	DB08937
DB08819	DB00654
DB00091	DB00073
DB00507	DB01059
DB01098	DB11732
DB01234	DB01221
DB01190	DB00929
DB11595	DB12001
DB00193	DB00921
DB00965	DB00707
DB00335	DB00598
DB01394	DB00704
DB01181	DB00993
DB11793	DB01229
DB01234	DB08818
DB09330	DB11885
DB06176	DB14867
DB08896	DB08937
DB08896	DB11714
DB11075	DB15649
DB06374	DB12001
DB08935	DB00073
DB11885	DB11737
DB15393	DB09037
DB00331	DB12511
DB16322	DB06168
DB11901	DB11595
DB07795	DB00678
DB09330	DB11791
DB15435	DB12500
DB08877	DB15435
DB00050	DB00624
DB00586	DB00706
DB08871	DB15370
DB12320	DB00683
DB01234	DB11817
DB01327	DB00567
DB12597	DB00619
DB09274	DB12070
DB09073	DB01611
DB11767	DB06273
DB00396	DB09126
DB09126	DB06825
DB11760	DB12887
DB00571	DB09037
DB08889	DB08910
DB09343	DB00432
DB06292	DB00275
DB15442	DB01248
DB11817	DB00051
DB04865	DB11581
DB00362	DB11633
DB00338	DB11703
DB08916	DB15043
DB15044	DB12101
DB12301	DB08930
DB06186	DB15570
DB12483	DB11714
DB00514	DB00472
DB11760	DB00762
DB11703	DB01167
DB05992	DB11945
DB09035	DB08910
DB14973	DB00927
DB01294	DB00316
DB15233	DB00683
DB14762	DB05676
DB00997	DB14086
DB08871	DB14922
DB01045	DB11703
DB06724	DB11703
DB00030	DB09038
DB00507	DB12466
DB06226	DB09037
DB01254	DB12941
DB15036	DB09037
DB00398	DB15043
DB01202	DB00683
DB11885	DB15637
DB01206	DB05332
DB15036	DB00213
DB15036	DB00927
DB00041	DB09037
DB01611	DB00542
DB00982	DB01017
DB01167	DB00736
DB14811	DB06769
DB01129	DB12218
DB00853	DB00331
DB01394	DB00945
DB14568	DB12500
DB13874	DB12500
DB12218	DB00683
DB15765	DB06626
DB11740	DB00338
DB11740	DB01167
DB11740	DB01045
DB13007	DB11714
DB15765	DB11703
DB08911	DB11885
DB16222	DB00441
DB00480	DB16222
DB16222	DB14989
DB12240	DB16222
DB00087	DB11988
DB16130	DB09037
DB08884	DB00743
DB00681	DB00215
DB01294	DB05679
DB00252	DB12114
DB01167	DB12114
DB00715	DB12114
DB14845	DB00051
DB14922	DB14769
DB08867	DB00929
DB11581	DB11684
DB00559	DB12389
DB14922	DB00398
DB00682	DB12389
DB00203	DB12389
DB06626	DB06186
DB12015	DB04960
DB11595	DB11800
DB15765	DB15102
DB00295	DB00404
DB00293	DB09078
DB08877	DB11952
DB15765	DB09078
DB00480	DB11703
DB01097	DB01432
DB01060	DB01129
DB01017	DB00548
DB00295	DB00281
DB00907	DB00315
DB04572	DB11703
DB12141	DB00694
DB06718	DB06210
DB09035	DB01248
DB00065	DB09037
DB11760	DB11942
DB01254	DB00928
DB14769	DB00112
DB14776	DB00552
DB00820	DB08893
DB11581	DB16222
DB11581	DB12340
DB00497	DB00465
DB15765	DB08896
DB01248	DB11952
DB11866	DB00399
DB11945	DB00642
DB06212	DB00211
DB00650	DB01101
DB14707	DB01101
DB01357	DB15143
DB00669	DB15170
DB01249	DB01362
DB11952	DB00928
DB15769	DB06334
DB08881	DB00398
DB00388	DB00316
DB06674	DB11834
DB12674	DB00559
DB00927	DB00482
DB06228	DB12362
DB09065	DB09074
DB11945	DB09078
DB12483	DB00947
DB14762	DB11834
DB01167	DB16173
DB11885	DB01101
DB15434	DB06273
DB01128	DB12001
DB14924	DB01124
DB00515	DB15765
DB00254	DB12825
DB00947	DB08896
DB01183	DB14009
DB01611	DB00244
DB14828	DB00176
DB00201	DB14828
DB00758	DB09075
DB06151	DB00928
DB00635	DB01167
DB12293	DB00316
DB00422	DB00234
DB00196	DB11703
DB01005	DB00820
DB12893	DB12015
DB12887	DB14989
DB00619	DB11595
DB00762	DB01030
DB00996	DB01221
DB00254	DB00860
DB14922	DB00762
DB11793	DB15043
DB09330	DB12025
DB15765	DB15414
DB03523	DB00975
DB01011	DB00741
DB11581	DB15035
DB05015	DB11967
DB16383	DB09037
DB00026	DB09038
DB14889	DB11595
DB04829	DB00715
DB00362	DB12471
DB09073	DB15568
DB09052	DB11581
DB01294	DB09038
DB00193	DB00203
DB04868	DB01229
DB01229	DB00806
DB00571	DB00457
DB00853	DB00477
DB00004	DB09037
DB15133	DB01167
DB12887	DB11703
DB00480	DB12887
DB00065	DB09033
DB15769	DB09078
DB00564	DB11737
DB09331	DB00188
DB00230	DB00904
DB00099	DB14776
DB00310	DB00421
DB00201	DB00316
DB00421	DB12945
DB14801	DB09038
DB00537	DB00482
DB06736	DB11964
DB00788	DB11964
DB00482	DB11964
DB01393	DB05990
DB11791	DB11828
DB01075	DB00450
DB14876	DB00619
DB15170	DB00564
DB13985	DB08875
DB01294	DB00002
DB00798	DB00410
DB00864	DB00328
DB00338	DB01628
DB15434	DB12240
DB00749	DB11582
DB11581	DB16075
DB00112	DB11737
DB16105	DB01248
DB00235	DB00841
DB13166	DB00381
DB12878	DB01032
DB00860	DB00541
DB06334	DB00482
DB00005	DB09033
DB00997	DB00965
DB00959	DB06205
DB00296	DB01221
DB00060	DB00331
DB00016	DB00819
DB11693	DB00641
DB11693	DB00688
DB00048	DB00302
DB00775	DB00945
DB00972	DB00764
DB00787	DB00684
DB11652	DB11730
DB14776	DB11885
DB00625	DB16173
DB16124	DB01101
DB15685	DB00683
DB15685	DB01045
DB15685	DB01167
DB15685	DB00338
DB15685	DB00863
DB00653	DB00683
DB01060	DB00338
DB01076	DB00929
DB00653	DB01115
DB01248	DB12218
DB06273	DB00841
DB01406	DB01261
DB01234	DB00798
DB09074	DB12340
DB06608	DB01087
DB15327	DB05812
DB11679	DB01098
DB00230	DB12399
DB08877	DB05036
DB01098	DB08816
DB00982	DB09077
DB00571	DB01212
DB15155	DB00072
DB00582	DB01211
DB08903	DB11637
DB12483	DB08935
DB09035	DB12500
DB01230	DB00421
DB14879	DB00683
DB00958	DB00290
DB09330	DB06322
DB14707	DB06186
DB06292	DB01132
DB00877	DB01281
DB00293	DB08896
DB16383	DB00928
DB00749	DB00818
DB05109	DB06589
DB11791	DB08911
DB00928	DB14731
DB06292	DB00999
DB01294	DB09037
DB00555	DB01202
DB00927	DB06480
DB00615	DB12687
DB11951	DB00704
DB08828	DB09143
DB15434	DB01577
DB00641	DB01006
DB09035	DB00398
DB01294	DB00736
DB00635	DB06081
DB09073	DB15463
DB15685	DB00912
DB01394	DB08816
DB00201	DB00470
DB15106	DB08937
DB00813	DB12404
DB09063	DB15965
DB00112	DB14860
DB12645	DB01211
DB00820	DB01591
DB14769	DB15106
DB09330	DB16091
DB00316	DB00454
DB06699	DB01217
DB00947	DB11896
DB01033	DB11581
DB08907	DB00345
DB00708	DB01221
DB00441	DB06769
DB00633	DB00107
DB04861	DB00381
DB09052	DB00563
DB14922	DB06334
DB06292	DB00262
DB01262	DB12500
DB15765	DB15106
DB00877	DB00959
DB01073	DB11678
DB11901	DB06322
DB09074	DB00947
DB01156	DB01104
DB00193	DB00281
DB08828	DB11595
DB14844	DB11595
DB01400	DB06206
DB08871	DB13049
DB09221	DB05812
DB00564	DB12016
DB00627	DB00227
DB00627	DB00641
DB00295	DB01183
DB09123	DB13956
DB09123	DB00977
DB00381	DB00542
DB01076	DB00381
DB01069	DB00514
DB00318	DB01069
DB01288	DB00332
