db_id	atc_code	level_4	level_4_name	level_3	level_3_name	level_2	level_2_name	level_1	level_1_name
DB09216	M01AG02	M01AG	Fenamates	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB09219	A06AB09	A06AB	Contact laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09220	C01DX16	C01DX	Other vasodilators used in cardiac diseases	C01D	Vasodilators used in cardiac diseases	C01	Cardiac therapy	C	Cardiovascular system
DB09222	B02BB01	B02BB	Fibrinogen	B02B	Vitamin k, other hemostatics	B02	Antihemorrhagics	B	Blood, blood forming organs
DB09224	N05AD03	N05AD	Butyrophenone derivatives	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB09225	N05AX11	N05AX	Other antipsychotics	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB09227	C08CA12	C08CA	Dihydropyridine derivatives	C08C	Selective calcium channel blockers with mainly vascular effects	C08	Calcium channel blockers	C	Cardiovascular system
DB09228	B06AC04	B06AC	Drugs used in hereditary angioedema	B06A	Other hematological agents	B06	Other hematological agents	B	Blood, blood forming organs
DB09231	C08CA15	C08CA	Dihydropyridine derivatives	C08C	Selective calcium channel blockers with mainly vascular effects	C08	Calcium channel blockers	C	Cardiovascular system
DB09232	C08CA14	C08CA	Dihydropyridine derivatives	C08C	Selective calcium channel blockers with mainly vascular effects	C08	Calcium channel blockers	C	Cardiovascular system
DB09236	C08CA09	C08CA	Dihydropyridine derivatives	C08C	Selective calcium channel blockers with mainly vascular effects	C08	Calcium channel blockers	C	Cardiovascular system
DB09238	C08CA11	C08CA	Dihydropyridine derivatives	C08C	Selective calcium channel blockers with mainly vascular effects	C08	Calcium channel blockers	C	Cardiovascular system
DB09238	C09BB12	C09BB	Ace inhibitors, calcium channel blockers	C09B	Ace inhibitors, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB09241	V03AB17	V03AB	Antidotes	V03A	All other therapeutic products	V03	All other therapeutic products	V	Various
DB09241	V04CG05	V04CG	Tests for gastric secretion	V04C	Other diagnostic agents	V04	Diagnostic agents	V	Various
DB09242	C02LC05	C02LC	Imidazoline receptor agonists in combination with diuretics	C02L	Antihypertensives, diuretics in combination	C02	Antihypertensives	C	Cardiovascular system
DB09242	C02AC05	C02AC	Imidazoline receptor agonists	C02A	Antiadrenergic agents, centrally acting	C02	Antihypertensives	C	Cardiovascular system
DB09245	N06AG03	N06AG	Monoamine oxidase a inhibitors	N06A	Antidepressants	N06	Psychoanaleptics	N	Nervous system
DB09247	N06AF06	N06AF	Monoamine oxidase inhibitors, non-selective	N06A	Antidepressants	N06	Psychoanaleptics	N	Nervous system
DB09255	B05AA05	B05AA	Blood substitutes, plasma protein fractions	B05A	Blood, related products	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB09256	L01BC53	L01BC	Pyrimidine analogues	L01B	Antimetabolites	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB09256	L01BC03	L01BC	Pyrimidine analogues	L01B	Antimetabolites	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB09258	B01AB12	B01AB	Heparin group	B01A	Antithrombotic agents	B01	Antithrombotic agents	B	Blood, blood forming organs
DB09259	B01AB08	B01AB	Heparin group	B01A	Antithrombotic agents	B01	Antithrombotic agents	B	Blood, blood forming organs
DB09260	B01AB07	B01AB	Heparin group	B01A	Antithrombotic agents	B01	Antithrombotic agents	B	Blood, blood forming organs
DB09264	V03AB37	V03AB	Antidotes	V03A	All other therapeutic products	V03	All other therapeutic products	V	Various
DB09265	A10BX10	A10BX	Other blood glucose lowering drugs, excl. insulins	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB09266	V09IA09	V09IA	Technetium (99mtc) compounds	V09I	Tumour detection	V09	Diagnostic radiopharmaceuticals	V	Various
DB09267	M05BX03	M05BX	Other drugs affecting bone structure, mineralization	M05B	Drugs affecting bone structure, mineralization	M05	Drugs for treatment of bone diseases	M	Musculo-skeletal system
DB09267	M05BX53	M05BX	Other drugs affecting bone structure, mineralization	M05B	Drugs affecting bone structure, mineralization	M05	Drugs for treatment of bone diseases	M	Musculo-skeletal system
DB09268	A06AB58	A06AB	Contact laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09268	A06AB08	A06AB	Contact laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09270	C01EB09	C01EB	Other cardiac preparations	C01E	Other cardiac preparations	C01	Cardiac therapy	C	Cardiovascular system
DB09271	A03BB05	A03BB	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds	A03B	Belladonna, derivatives, plain	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB09273	R03DA20	R03DA	Xanthines	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB09273	R03DA11	R03DA	Xanthines	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB09274	P01BF03	P01BF	Artemisinin, derivatives, combinations	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB09274	P01BF04	P01BF	Artemisinin, derivatives, combinations	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB09274	P01BF02	P01BF	Artemisinin, derivatives, combinations	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB09274	P01BE03	P01BE	Artemisinin, derivatives, plain	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB09274	P01BF06	P01BF	Artemisinin, derivatives, combinations	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB09275	A02BD08	A02BD	Combinations for eradication of helicobacter pylori	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB09275	A02BX05	A02BX	Other drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB09276	M01CB01	M01CB	Gold preparations	M01C	Specific antirheumatic agents	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB09278	A07BA51	A07BA	Charcoal preparations	A07B	Intestinal adsorbents	A07	Antidiarrheals, intestinal antiinflammatory/antiinfective agents	A	Alimentary tract, metabolism
DB09278	A07BA01	A07BA	Charcoal preparations	A07B	Intestinal adsorbents	A07	Antidiarrheals, intestinal antiinflammatory/antiinfective agents	A	Alimentary tract, metabolism
DB09279	C09CA10	C09CA	Angiotensin ii antagonists, plain	C09C	Angiotensin ii antagonists, plain	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB09280	R07AX30	R07AX	Other respiratory system products	R07A	Other respiratory system products	R07	Other respiratory system products	R	Respiratory system
DB09282	C01DX12	C01DX	Other vasodilators used in cardiac diseases	C01D	Vasodilators used in cardiac diseases	C01	Cardiac therapy	C	Cardiovascular system
DB09283	C01DX11	C01DX	Other vasodilators used in cardiac diseases	C01D	Vasodilators used in cardiac diseases	C01	Cardiac therapy	C	Cardiovascular system
DB09284	C01DX09	C01DX	Other vasodilators used in cardiac diseases	C01D	Vasodilators used in cardiac diseases	C01	Cardiac therapy	C	Cardiovascular system
DB09285	M01AX22	M01AX	Other antiinflammatory, antirheumatic agents, non-steroids	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB09286	N05AD05	N05AD	Butyrophenone derivatives	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB09287	A06AD15	A06AD	Osmotically acting laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09287	A06AD65	A06AD	Osmotically acting laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09288	N02BE05	N02BE	Anilides	N02B	Other analgesics, antipyretics	N02	Analgesics	N	Nervous system
DB09289	N06AX14	N06AX	Other antidepressants	N06A	Antidepressants	N06	Psychoanaleptics	N	Nervous system
DB09292	C09DX04	C09DX	Angiotensin ii antagonists, other combinations	C09D	Angiotensin ii antagonists, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB09293	V10XA01	V10XA	Iodine (131i) compounds	V10X	Other therapeutic radiopharmaceuticals	V10	Therapeutic radiopharmaceuticals	V	Various
DB09293	V09FX03	V09FX	Various thyroid diagnostic radiopharmaceuticals	V09F	Thyroid	V09	Diagnostic radiopharmaceuticals	V	Various
DB09296	J05AX67	J05AX	Other antivirals	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB09296	J05AX66	J05AX	Other antivirals	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB09297	J05AX67	J05AX	Other antivirals	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB09297	J05AX66	J05AX	Other antivirals	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB09299	J05AR19	J05AR	Antivirals for treatment of hiv infections, combinations	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB09299	J05AR18	J05AR	Antivirals for treatment of hiv infections, combinations	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB09299	J05AR17	J05AR	Antivirals for treatment of hiv infections, combinations	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB09300	A03BB01	A03BB	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds	A03B	Belladonna, derivatives, plain	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB09300	A03DB04	A03DB	Belladonna, derivatives in combination with analgesics	A03D	Antispasmodics in combination with analgesics	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB09301	M01AX25	M01AX	Other antiinflammatory, antirheumatic agents, non-steroids	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB09303	C10AX13	C10AX	Other lipid modifying agents	C10A	Lipid modifying agents, plain	C10	Lipid modifying agents	C	Cardiovascular system
DB09310	B02BD11	B02BD	Blood coagulation factors	B02B	Vitamin k, other hemostatics	B02	Antihemorrhagics	B	Blood, blood forming organs
DB09311	A06AC08	A06AC	Bulk-forming laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09312	L04AA03	L04AA	Selective immunosuppressants	L04A	Immunosuppressants	L04	Immunosuppressants	L	Antineoplastic, immunomodulating agents
DB09313	V08AB03	V08AB	Watersoluble, nephrotropic, low osmolar x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB09314	V09FX01	V09FX	Various thyroid diagnostic radiopharmaceuticals	V09F	Thyroid	V09	Diagnostic radiopharmaceuticals	V	Various
DB09315	V09EX03	V09EX	Other respiratory system diagnostic radiopharmaceuticals	V09E	Respiratory system	V09	Diagnostic radiopharmaceuticals	V	Various
DB09319	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB09319	J01CA05	J01CA	Penicillins with extended spectrum	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB09320	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB09320	J01CE09	J01CE	Beta-lactamase sensitive penicillins	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB09321	C05AX04	C05AX	Other agents for treatment of hemorrhoids, anal fissures for topical use	C05A	Agents for treatment of hemorrhoids, anal fissures for topical use	C05	Vasoprotectives	C	Cardiovascular system
DB09322	C05AX04	C05AX	Other agents for treatment of hemorrhoids, anal fissures for topical use	C05A	Agents for treatment of hemorrhoids, anal fissures for topical use	C05	Vasoprotectives	C	Cardiovascular system
DB09322	A12CB01	A12CB	Zinc	A12C	Other mineral supplements	A12	Mineral supplements	A	Alimentary tract, metabolism
DB09323	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB09323	J01CE08	J01CE	Beta-lactamase sensitive penicillins	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB09324	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB09324	J01CG01	J01CG	Beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB09325	A01AA51	A01AA	Caries prophylactic agents	A01A	Stomatological preparations	A01	Stomatological preparations	A	Alimentary tract, metabolism
DB09325	A01AA01	A01AA	Caries prophylactic agents	A01A	Stomatological preparations	A01	Stomatological preparations	A	Alimentary tract, metabolism
DB09325	A12CD01	A12CD	Fluoride	A12C	Other mineral supplements	A12	Mineral supplements	A	Alimentary tract, metabolism
DB09333	V08AC10	V08AC	Watersoluble, hepatotropic x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB09333	V08AC08	V08AC	Watersoluble, hepatotropic x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB09337	V03AN05	V03AN	Medical gases	V03A	All other therapeutic products	V03	All other therapeutic products	V	Various
DB09338	C03BC01	C03BC	Mercurial diuretics	C03B	Low-ceiling diuretics, excl. thiazides	C03	Diuretics	C	Cardiovascular system
DB09340	V08AC09	V08AC	Watersoluble, hepatotropic x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB09341	V06DC01	V06DC	Carbohydrates	V06D	Other nutrients	V06	General nutrients	V	Various
DB09341	C05BB56	C05BB	Sclerosing agents for local injection	C05B	Antivaricose therapy	C05	Vasoprotectives	C	Cardiovascular system
DB09341	V04CA02	V04CA	Tests for diabetes	V04C	Other diagnostic agents	V04	Diagnostic agents	V	Various
DB09341	B05CX01	B05CX	Other irrigating solutions	B05C	Irrigating solutions	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB09344	C05BB03	C05BB	Sclerosing agents for local injection	C05B	Antivaricose therapy	C05	Vasoprotectives	C	Cardiovascular system
DB09345	C05AD07	C05AD	Local anesthetics	C05A	Agents for treatment of hemorrhoids, anal fissures for topical use	C05	Vasoprotectives	C	Cardiovascular system
DB09345	D04AB07	D04AB	Anesthetics for topical use	D04A	Antipruritics, incl. antihistamines, anesthetics, etc.	D04	Antipruritics, incl. antihistamines, anesthetics, etc.	D	Dermatologicals
DB09346	V08AA02	V08AA	Watersoluble, nephrotropic, high osmolar x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB09347	V08AA07	V08AA	Watersoluble, nephrotropic, high osmolar x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB09353	D10AB02	D10AB	Preparations containing sulfur	D10A	Anti-acne preparations for topical use	D10	Anti-acne preparations	D	Dermatologicals
DB09357	D03AX03	D03AX	Other cicatrizants	D03A	Cicatrizants	D03	Preparations for treatment of wounds, ulcers	D	Dermatologicals
DB09357	A11HA30	A11HA	Other plain vitamin preparations	A11H	Other plain vitamin preparations	A11	Vitamins	A	Alimentary tract, metabolism
DB09357	S01XA12	S01XA	Other ophthalmologicals	S01X	Other ophthalmologicals	S01	Ophthalmologicals	S	Sensory organs
DB09366	V08AD03	V08AD	Non-watersoluble x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB09369	L02AA02	L02AA	Estrogens	L02A	Hormones, related agents	L02	Endocrine therapy	L	Antineoplastic, immunomodulating agents
DB09371	G03FA09	G03FA	Progestogens, estrogens, fixed combinations	G03F	Progestogens, estrogens in combination	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB09375	S01KX01	S01KX	Other surgical aids	S01K	Surgical aids	S01	Ophthalmologicals	S	Sensory organs
DB09375	B06AA04	B06AA	Enzymes	B06A	Other hematological agents	B06	Other hematological agents	B	Blood, blood forming organs
DB09383	H02AB15	H02AB	Glucocorticoids	H02A	Corticosteroids for systemic use, plain	H02	Corticosteroids for systemic use	H	Systemic hormonal preparations, excl. sex hormones, insulins
DB09389	G03FB01	G03FB	Progestogens, estrogens, sequential preparations	G03F	Progestogens, estrogens in combination	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB09389	G03AA06	G03AA	Progestogens, estrogens, fixed combinations	G03A	Hormonal contraceptives for systemic use	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB09389	G03FA10	G03FA	Progestogens, estrogens, fixed combinations	G03F	Progestogens, estrogens in combination	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB09393	B05BA01	B05BA	Solutions for parenteral nutrition	B05B	I.v. solutions	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB09395	B05XA08	B05XA	Electrolyte solutions	B05X	I.v. solution additives	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB09397	V09DB05	V09DB	Technetium (99mtc), particles, colloids	V09D	Hepatic, reticulo endothelial system	V09	Diagnostic radiopharmaceuticals	V	Various
DB09403	V08AC07	V08AC	Watersoluble, hepatotropic x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB09407	A12CC01	A12CC	Magnesium	A12C	Other mineral supplements	A12	Mineral supplements	A	Alimentary tract, metabolism
DB09407	B05XA11	B05XA	Electrolyte solutions	B05X	I.v. solution additives	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB09418	H03BC01	H03BC	Perchlorates	H03B	Antithyroid preparations	H03	Thyroid therapy	H	Systemic hormonal preparations, excl. sex hormones, insulins
DB09420	V09FX02	V09FX	Various thyroid diagnostic radiopharmaceuticals	V09F	Thyroid	V09	Diagnostic radiopharmaceuticals	V	Various
DB09421	V04CJ02	V04CJ	Tests for thyreoidea function	V04C	Other diagnostic agents	V04	Diagnostic agents	V	Various
DB09425	V09AX01	V09AX	Other central nervous system diagnostic radiopharmaceuticals	V09A	Central nervous system	V09	Diagnostic radiopharmaceuticals	V	Various
DB09449	A06AD17	A06AD	Osmotically acting laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09449	B05XA09	B05XA	Electrolyte solutions	B05X	I.v. solution additives	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB09449	A06AG01	A06AG	Enemas	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09456	A10AE02	A10AE	Insulins, analogues for injection, long-acting	A10A	Insulins, analogues	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB09456	A10AB02	A10AB	Insulins, analogues for injection, fast-acting	A10A	Insulins, analogues	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB09456	A10AC02	A10AC	Insulins, analogues for injection, intermediate-acting	A10A	Insulins, analogues	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB09456	A10AD02	A10AD	Insulins, analogues for injection, intermediate- or long-acting combined with fast-acting	A10A	Insulins, analogues	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB09462	A06AG04	A06AG	Enemas	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09462	A06AX01	A06AX	Other drugs for constipation	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09472	A12CA02	A12CA	Sodium	A12C	Other mineral supplements	A12	Mineral supplements	A	Alimentary tract, metabolism
DB09472	A06AD13	A06AD	Osmotically acting laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09481	A02AA01	A02AA	Magnesium compounds	A02A	Antacids	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB09481	V03AE04	V03AE	Drugs for treatment of hyperkalemia, hyperphosphatemia	V03A	All other therapeutic products	V03	All other therapeutic products	V	Various
DB09481	A06AD01	A06AD	Osmotically acting laxatives	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB09484	A01AA02	A01AA	Caries prophylactic agents	A01A	Stomatological preparations	A01	Stomatological preparations	A	Alimentary tract, metabolism
DB09484	A12CD02	A12CD	Fluoride	A12C	Other mineral supplements	A12	Mineral supplements	A	Alimentary tract, metabolism
DB09487	V08AB06	V08AB	Watersoluble, nephrotropic, low osmolar x-ray contrast media	V08A	X-ray contrast media, iodinated	V08	Contrast media	V	Various
DB09488	R06AX18	R06AX	Other antihistamines for systemic use	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB09496	D02BA02	D02BA	Protectives against uv-radiation for topical use	D02B	Protectives against uv-radiation	D02	Emollients, protectives	D	Dermatologicals
DB09498	V10BX01	V10BX	Various pain palliation radiopharmaceuticals	V10B	Pain palliation (bone seeking agents)	V10	Therapeutic radiopharmaceuticals	V	Various
DB09502	V09IX04	V09IX	Other diagnostic radiopharmaceuticals for tumour detection	V09I	Tumour detection	V09	Diagnostic radiopharmaceuticals	V	Various
DB09516	D11AX06	D11AX	Other dermatologicals	D11A	Other dermatological preparations	D11	Other dermatological preparations	D	Dermatologicals
DB09526	D11AX11	D11AX	Other dermatologicals	D11A	Other dermatological preparations	D11	Other dermatological preparations	D	Dermatologicals
DB09551	B06AA10	B06AA	Enzymes	B06A	Other hematological agents	B06	Other hematological agents	B	Blood, blood forming organs
DB09551	B06AA02	B06AA	Enzymes	B06A	Other hematological agents	B06	Other hematological agents	B	Blood, blood forming organs
DB09559	L01XC22	L01XC	Monoclonal antibodies	L01X	Other antineoplastic agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB09561	B05XA14	B05XA	Electrolyte solutions	B05X	I.v. solution additives	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB09564	A10AE56	A10AE	Insulins, analogues for injection, long-acting	A10A	Insulins, analogues	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB09564	A10AD06	A10AD	Insulins, analogues for injection, intermediate- or long-acting combined with fast-acting	A10A	Insulins, analogues	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB09564	A10AE06	A10AE	Insulins, analogues for injection, long-acting	A10A	Insulins, analogues	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB09570	L01XX50	L01XX	Other antineoplastic agents	L01X	Other antineoplastic agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB10276	J07BH01	J07BH	Rota virus diarrhea vaccines	J07B	Viral vaccines	J07	Vaccines	J	Antiinfectives for systemic use
DB10283	J06AA06	J06AA	Immune sera	J06A	Immune sera	J06	Immune sera, immunoglobulins	J	Antiinfectives for systemic use
DB10317	J07BJ01	J07BJ	Rubella vaccines	J07B	Viral vaccines	J07	Vaccines	J	Antiinfectives for systemic use
DB10400	V01AA03	V01AA	Allergen extracts	V01A	Allergens	V01	Allergens	V	Various
DB10401	V01AA03	V01AA	Allergen extracts	V01A	Allergens	V01	Allergens	V	Various
DB10583	J07AM52	J07AM	Tetanus vaccines	J07A	Bacterial vaccines	J07	Vaccines	J	Antiinfectives for systemic use
DB10583	J07AM51	J07AM	Tetanus vaccines	J07A	Bacterial vaccines	J07	Vaccines	J	Antiinfectives for systemic use
DB10583	J07AM01	J07AM	Tetanus vaccines	J07A	Bacterial vaccines	J07	Vaccines	J	Antiinfectives for systemic use
DB10805	J07BL01	J07BL	Yellow fever vaccines	J07B	Viral vaccines	J07	Vaccines	J	Antiinfectives for systemic use
DB11057	A06AA51	A06AA	Softeners, emollients	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB11057	A06AA01	A06AA	Softeners, emollients	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB11068	A12CE01	A12CE	Selenium	A12C	Other mineral supplements	A12	Mineral supplements	A	Alimentary tract, metabolism
DB11071	G04BX12	G04BX	Other urologicals	G04B	Urologicals	G04	Urologicals	G	Genito urinary system, sex hormones
DB11073	B05CA01	B05CA	Antiinfectives	B05C	Irrigating solutions	B05	Blood substitutes, perfusion solutions	B	Blood, blood forming organs
DB11073	D09AA07	D09AA	Medicated dressings with antiinfectives	D09A	Medicated dressings	D09	Medicated dressings	D	Dermatologicals
DB11073	D08AJ03	D08AJ	Quaternary ammonium compounds	D08A	Antiseptics, disinfectants	D08	Antiseptics, disinfectants	D	Dermatologicals
DB11073	R02AA06	R02AA	Antiseptics	R02A	Throat preparations	R02	Throat preparations	R	Respiratory system
DB11075	S01KA02	S01KA	Viscoelastic substances	S01K	Surgical aids	S01	Ophthalmologicals	S	Sensory organs
DB11080	D08AL01	D08AL	Silver compounds	D08A	Antiseptics, disinfectants	D08	Antiseptics, disinfectants	D	Dermatologicals
DB11081	D10AX01	D10AX	Other anti-acne preparations for topical use	D10A	Anti-acne preparations for topical use	D10	Anti-acne preparations	D	Dermatologicals
DB11085	S01AX06	S01AX	Other antiinfectives	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB11085	D10AX02	D10AX	Other anti-acne preparations for topical use	D10A	Anti-acne preparations for topical use	D10	Anti-acne preparations	D	Dermatologicals
DB11089	A06AG10	A06AG	Enemas	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB11089	A06AA02	A06AA	Softeners, emollients	A06A	Drugs for constipation	A06	Drugs for constipation	A	Alimentary tract, metabolism
DB11091	D08AX01	D08AX	Other antiseptics, disinfectants	D08A	Antiseptics, disinfectants	D08	Antiseptics, disinfectants	D	Dermatologicals
DB11091	A01AB02	A01AB	Antiinfectives, antiseptics for local oral treatment	A01A	Stomatological preparations	A01	Stomatological preparations	A	Alimentary tract, metabolism
DB11091	S02AA06	S02AA	Antiinfectives	S02A	Antiinfectives	S02	Otologicals	S	Sensory organs
DB11092	A01AA04	A01AA	Caries prophylactic agents	A01A	Stomatological preparations	A01	Stomatological preparations	A	Alimentary tract, metabolism
DB11093	A11GB01	A11GB	Ascorbic acid (vitamin c), combinations	A11G	Ascorbic acid (vitamin c), incl. combinations	A11	Vitamins	A	Alimentary tract, metabolism
DB11093	A12AA13	A12AA	Calcium	A12A	Calcium	A12	Mineral supplements	A	Alimentary tract, metabolism
DB11095	B01AE01	B01AE	Direct thrombin inhibitors	B01A	Antithrombotic agents	B01	Antithrombotic agents	B	Blood, blood forming organs
DB11098	A12BA04	A12BA	Potassium	A12B	Potassium	A12	Mineral supplements	A	Alimentary tract, metabolism
DB11104	V08DA05	V08DA	Ultrasound contrast media	V08D	Ultrasound contrast media	V08	Contrast media	V	Various
DB11105	D09AA11	D09AA	Medicated dressings with antiinfectives	D09A	Medicated dressings	D09	Medicated dressings	D	Dermatologicals
DB11105	D08AJ01	D08AJ	Quaternary ammonium compounds	D08A	Antiseptics, disinfectants	D08	Antiseptics, disinfectants	D	Dermatologicals
DB11105	R02AA16	R02AA	Antiseptics	R02A	Throat preparations	R02	Throat preparations	R	Respiratory system
