drug_1	drug_2
DB13919	DB01012
DB00531	DB00476
DB01193	DB00798
DB01193	DB01241
DB01077	DB00916
DB00887	DB00924
DB01077	DB00264
DB00281	DB00842
DB00737	DB01224
DB01097	DB00962
DB00182	DB01238
DB00458	DB00455
DB00458	DB00186
DB00991	DB00476
DB00501	DB00813
DB00404	DB00737
DB00861	DB00412
DB00501	DB00950
DB00924	DB01023
DB00749	DB00734
DB00381	DB00843
DB00215	DB01097
DB00924	DB00423
DB00484	DB00695
DB00484	DB00996
DB00484	DB00619
DB00813	DB00300
DB00458	DB00734
DB00727	DB00947
DB01001	DB00697
DB13919	DB00215
DB00215	DB00951
DB01001	DB01143
DB00661	DB01029
DB00630	DB01026
DB00630	DB00920
DB00252	DB01129
DB01156	DB00181
DB01067	DB00910
DB01001	DB00425
DB01001	DB00909
DB01001	DB01198
DB01050	DB00598
DB00395	DB00953
DB00395	DB00734
DB01156	DB00448
DB00808	DB00455
DB00808	DB00186
DB00501	DB01129
DB00887	DB00656
DB00727	DB00656
DB00196	DB00458
DB00196	DB01181
DB01006	DB00423
DB00813	DB00208
DB00404	DB00953
DB00404	DB00734
DB00214	DB00559
DB00339	DB00999
DB00477	DB00951
DB00669	DB01591
DB01193	DB01132
DB01068	DB00244
DB00455	DB00186
DB00448	DB01291
DB00887	DB00231
DB01233	DB00211
DB00186	DB00399
DB00950	DB00401
DB00745	DB01062
DB00798	DB00328
DB00524	DB00966
DB13919	DB00697
DB00196	DB00905
DB00214	DB00398
DB00975	DB01115
DB00297	DB00476
DB00969	DB00950
DB01611	DB00962
DB00244	DB00571
DB00843	DB01029
DB00244	DB00818
DB01193	DB00975
DB00186	DB00669
DB01023	DB00710
DB01020	DB00559
DB00630	DB00204
DB00678	DB01101
DB01611	DB00697
DB00181	DB00678
DB00252	DB00737
DB00186	DB00691
DB01136	DB00440
DB00564	DB00683
DB00804	DB00433
DB00213	DB00287
DB00475	DB00264
DB00461	DB00904
DB00475	DB00472
DB00531	DB01088
DB00214	DB00399
DB00501	DB00737
DB00564	DB00884
DB01050	DB00966
DB01068	DB00820
DB01217	DB00695
DB00999	DB00580
DB00727	DB00905
DB00842	DB00938
DB01069	DB00533
DB00513	DB00641
DB00575	DB01291
DB00564	DB00310
DB01068	DB00966
DB00244	DB01033
DB00181	DB00564
DB01067	DB01162
DB00612	DB00231
DB00277	DB00370
DB00884	DB00669
DB00915	DB00938
DB00455	DB01224
DB01215	DB00690
DB00829	DB00690
DB00829	DB00712
DB00924	DB00947
DB00281	DB00480
DB00182	DB00555
DB00316	DB00745
DB00313	DB00695
DB00461	DB00476
DB00916	DB00425
DB00916	DB00909
DB00916	DB01198
DB00843	DB00927
DB00746	DB00285
DB00887	DB00530
DB00215	DB00737
DB01039	DB01238
DB00993	DB00904
DB00533	DB01238
DB00590	DB01067
DB00371	DB00338
DB00590	DB00222
DB00863	DB00734
DB00455	DB01291
DB01129	DB01105
DB00524	DB00641
DB00475	DB01069
DB13919	DB01059
DB00215	DB00975
DB00557	DB01020
DB00697	DB00289
DB00564	DB00186
DB00196	DB00983
DB00316	DB00794
DB00524	DB00282
DB00564	DB00455
DB00338	DB00433
DB01062	DB00884
DB00285	DB00287
DB01029	DB00331
DB00695	DB01181
DB00282	DB00489
DB01114	DB00328
DB00370	DB00412
DB00316	DB01077
DB00215	DB00962
DB01233	DB00863
DB00969	DB00338
DB00996	DB01165
DB00678	DB00371
DB00472	DB01041
DB00341	DB01062
DB01204	DB00776
DB01611	DB00966
DB00513	DB01241
DB00818	DB00763
DB01067	DB00691
DB00623	DB00425
DB00423	DB00461
DB00356	DB00697
DB00181	DB00761
DB00422	DB00540
DB00513	DB01233
DB00455	DB00952
DB00819	DB00761
DB00341	DB00196
DB00316	DB00381
DB00281	DB00863
DB01006	DB00884
DB00281	DB00481
DB00395	DB00285
DB00945	DB00986
DB00524	DB00973
DB00412	DB01033
DB00945	DB00991
DB00328	DB01009
DB00450	DB00425
DB00186	DB00461
DB00404	DB00285
DB00761	DB00967
DB01193	DB00813
DB00215	DB01129
DB00524	DB01012
DB01097	DB01069
DB00215	DB00545
DB00252	DB00695
DB00252	DB00996
DB00215	DB01589
DB00612	DB01611
DB00335	DB00341
DB01204	DB00669
DB00215	DB01020
DB01050	DB00422
DB01193	DB00458
DB00571	DB00289
DB00904	DB00842
DB00612	DB00213
DB00842	DB00214
DB01241	DB01132
DB01005	DB01115
DB00813	DB00996
DB00842	DB00530
DB00571	DB00530
DB00458	DB00727
DB00477	DB01129
DB00945	DB00244
DB00313	DB01115
DB01233	DB00559
DB00412	DB00820
DB00501	DB00745
DB00564	DB01224
DB00268	DB00425
DB01242	DB00376
DB00196	DB00897
DB00277	DB01136
DB01204	DB01115
DB00887	DB00331
DB01115	DB00480
DB00863	DB00967
DB00564	DB01020
DB01193	DB00863
DB01193	DB00481
DB00887	DB00564
DB01097	DB01088
DB01050	DB00745
DB01595	DB01238
DB00996	DB00909
DB00996	DB00425
DB13919	DB00412
DB01006	DB00264
DB00381	DB00842
DB00924	DB00983
DB00215	DB01591
DB01050	DB00794
DB00370	DB00734
DB01156	DB01069
DB00472	DB00641
DB00950	DB01016
DB00945	DB01291
DB01193	DB00761
DB00222	DB01006
DB00524	DB00998
DB00575	DB00213
DB00524	DB00412
DB00575	DB00282
DB00381	DB00540
DB00181	DB01591
DB00222	DB00938
DB00697	DB01238
DB00282	DB01268
DB00972	DB00996
DB01156	DB01204
DB00950	DB00962
DB00887	DB00818
DB00999	DB01129
DB01136	DB01254
DB00916	DB00904
DB00501	DB00476
DB00282	DB00533
DB01001	DB00580
DB00590	DB00555
DB00813	DB00210
DB00904	DB00905
DB00331	DB00691
DB00425	DB00710
DB00425	DB00246
DB01068	DB00904
DB00268	DB01591
DB01181	DB01165
DB00501	DB00571
DB00746	DB00863
DB00395	DB00843
DB00630	DB00884
DB01029	DB00962
DB01016	DB00904
DB01016	DB00338
DB01029	DB00549
DB01005	DB00231
DB01097	DB00745
DB00915	DB01233
DB00540	DB00580
DB00404	DB00590
DB01115	DB00669
DB00776	DB00399
DB00557	DB00962
DB00316	DB00195
DB01039	DB00540
DB01039	DB09389
DB00313	DB00476
DB00335	DB00776
DB01023	DB00641
DB00829	DB00780
DB01029	DB00287
DB00575	DB00502
DB00678	DB00559
DB00794	DB00246
DB00215	DB01117
DB00540	DB00776
DB00412	DB01268
DB00335	DB01059
DB01001	DB01105
DB00829	DB00999
DB00381	DB01136
DB00182	DB00422
DB01165	DB00440
DB01165	DB00376
DB00215	DB00264
DB00215	DB00524
DB00215	DB00916
DB00277	DB00678
DB00745	DB00973
DB13919	DB00313
DB00316	DB00210
DB00310	DB00208
DB00819	DB00215
DB01233	DB00285
DB00829	DB00619
DB13919	DB00458
DB00996	DB00555
DB01020	DB01088
DB00316	DB00910
DB00630	DB00243
DB01001	DB01233
DB00945	DB00457
DB00661	DB00482
DB00761	DB00710
DB00472	DB00853
DB00991	DB00656
DB01162	DB00641
DB01233	DB00967
DB01241	DB00557
DB00321	DB01136
DB00215	DB01023
DB00215	DB01039
DB00661	DB00481
DB00661	DB00863
DB00843	DB00480
DB01043	DB00776
DB00477	DB01039
DB01589	DB00425
DB00829	DB01032
DB01068	DB00458
DB01068	DB01181
DB01001	DB00749
DB01001	DB01077
DB00571	DB06700
DB00806	DB00533
DB00404	DB00195
DB00481	DB00966
DB00316	DB00280
DB01062	DB00909
DB00454	DB01162
DB00423	DB00973
DB00678	DB01110
DB01238	DB00973
DB00950	DB00776
DB00678	DB00745
DB00829	DB00820
DB00996	DB00191
DB00678	DB01223
DB01128	DB01020
DB01068	DB01117
DB13919	DB01006
DB00341	DB00461
DB00213	DB00481
DB00213	DB00863
DB00975	DB00927
DB00395	DB00461
DB01001	DB00818
DB00661	DB00244
DB00477	DB00571
DB00843	DB00422
DB00482	DB01238
DB01128	DB00448
DB01023	DB00204
DB01188	DB01039
DB00455	DB00727
DB00630	DB00215
DB00661	DB00990
DB00404	DB00461
DB00181	DB00423
DB01136	DB00246
DB00571	DB00976
DB00404	DB01268
DB00950	DB06700
DB00335	DB00244
DB00186	DB00440
DB00331	DB01267
DB00186	DB00376
DB00214	DB09026
DB01062	DB01101
DB00335	DB00905
DB00482	DB00776
DB00996	DB00976
DB00661	DB01097
DB01242	DB00619
DB01611	DB00401
DB00690	DB00285
DB00186	DB00683
DB00186	DB00211
DB00476	DB00966
DB01193	DB00502
DB00951	DB00641
DB01132	DB01069
DB01224	DB00549
DB00690	DB00448
DB00455	DB01032
DB00285	DB00724
DB00661	DB00317
DB00476	DB00691
DB00969	DB00222
DB01039	DB00776
DB00564	DB01267
DB00630	DB00697
DB00780	DB01129
DB00331	DB01033
DB01242	DB01068
DB00843	DB00697
DB00975	DB01041
DB01050	DB00268
DB00557	DB00455
DB00887	DB00697
DB00557	DB00186
DB00641	DB06700
DB00683	DB00213
DB01156	DB01193
DB00477	DB01067
DB00887	DB00938
DB00557	DB00285
DB01291	DB00412
DB00950	DB00472
DB00953	DB01591
DB00335	DB01105
DB01039	DB00422
DB00813	DB00904
DB00884	DB00580
DB00945	DB00905
DB00761	DB00533
DB00904	DB00962
DB00186	DB00806
DB00734	DB00549
DB00863	DB00412
DB00537	DB01204
DB00313	DB00813
DB00575	DB00962
DB01023	DB01097
DB01001	DB01067
DB00564	DB00951
DB00575	DB00549
DB01097	DB00806
DB00887	DB00983
DB00454	DB00423
DB00222	DB01043
DB00916	DB00973
DB02530	DB00945
DB00321	DB01009
DB00813	DB00842
DB00813	DB00991
DB00537	DB00999
DB00829	DB01006
DB00575	DB00328
DB00678	DB00619
DB00208	DB01020
DB00761	DB00909
DB00695	DB01198
DB00268	DB00710
DB00425	DB09026
DB00920	DB00379
DB00544	DB00213
DB00484	DB00204
DB00761	DB00425
DB00544	DB00282
DB00808	DB01029
DB00564	DB00763
DB00819	DB00448
DB01043	DB00734
DB00695	DB01194
DB00661	DB00214
DB01233	DB01591
DB00502	DB01595
DB01029	DB00678
DB00404	DB00381
DB00404	DB00321
DB00575	DB00829
DB01173	DB01069
DB00661	DB00450
DB00316	DB00641
DB00818	DB00476
DB00555	DB00976
DB00996	DB00897
DB00996	DB00763
DB00395	DB00813
DB00399	DB00398
DB00993	DB00641
DB00316	DB00630
DB00316	DB01001
DB00745	DB00966
DB00404	DB00458
DB00404	DB01181
DB00404	DB00950
DB00695	DB00734
DB00991	DB01132
DB00339	DB01068
DB00843	DB00966
DB00531	DB00559
DB01215	DB01016
DB01115	DB00884
DB00335	DB00328
DB00531	DB00502
DB00630	DB01059
DB13919	DB01069
DB00335	DB00571
DB00285	DB00399
DB00285	DB00973
DB00612	DB00533
DB00745	DB00533
DB00808	DB00580
DB00252	DB00829
DB00916	DB00461
DB01039	DB06700
DB00612	DB01129
DB00450	DB00842
DB00776	DB00300
DB01115	DB00976
DB00455	DB01041
DB01001	DB01162
DB00540	DB01198
DB00540	DB00909
DB00335	DB01043
DB00196	DB00244
DB00813	DB00246
DB01149	DB00991
DB01149	DB00842
DB13919	DB00328
DB01242	DB00331
DB00395	DB00983
DB00945	DB01077
DB00316	DB00289
DB00423	DB01020
DB00887	DB01149
DB01233	DB00683
DB00513	DB00761
DB01193	DB00884
DB01020	DB00776
DB00996	DB00580
DB01041	DB00710
DB01068	DB00328
DB00461	DB00399
DB00339	DB00927
DB00313	DB00214
DB00761	DB00818
DB00630	DB00969
DB00740	DB00268
DB01136	DB00215
DB00813	DB00905
DB13919	DB00422
DB13919	DB01162
DB00808	DB00540
DB00335	DB00455
DB00749	DB01224
DB00983	DB00999
DB01001	DB00280
DB00950	DB00999
DB00331	DB00376
DB00630	DB00927
DB00524	DB00489
DB00843	DB00745
DB00501	DB00557
DB01156	DB00904
DB00450	DB00264
DB00798	DB00904
DB01009	DB00938
DB01193	DB00381
DB00277	DB00412
DB00972	DB00695
DB00252	DB01023
DB00887	DB00571
DB00484	DB00476
DB00475	DB00641
DB00222	DB00533
DB00843	DB00555
DB00630	DB00213
DB00784	DB00916
DB00678	DB00398
DB00630	DB00282
DB00222	DB00268
DB00422	DB00285
DB00951	DB00285
DB01224	DB00863
DB01224	DB00481
DB00996	DB01267
DB01001	DB00794
DB01595	DB00938
DB00630	DB00953
DB00630	DB00734
DB01069	DB00285
DB01136	DB00710
DB00484	DB01162
DB00213	DB00399
DB00472	DB00448
DB01039	DB00191
DB00745	DB01069
DB00975	DB01062
DB01611	DB00808
DB00285	DB00216
DB00277	DB00264
DB00277	DB00524
DB00285	DB00412
DB00806	DB00973
DB00695	DB01020
DB00829	DB00966
DB00813	DB00737
DB00887	DB01233
DB00727	DB00734
DB00244	DB00973
DB00842	DB00580
DB01039	DB00307
DB00661	DB09026
DB00950	DB00976
DB00564	DB01041
DB00433	DB00285
DB01193	DB00331
DB00350	DB00370
DB00884	DB00656
DB00575	DB00863
DB00590	DB00544
DB00590	DB00472
DB00575	DB00481
DB00544	DB00863
DB01039	DB01012
DB01023	DB01041
DB00285	DB00530
DB00408	DB01069
DB00916	DB01033
DB00196	DB00724
DB00564	DB01016
DB02530	DB00927
DB00544	DB01165
DB00996	DB00953
DB00619	DB01162
DB01067	DB00794
DB00371	DB00904
DB00843	DB00214
DB01016	DB01238
DB00999	DB00425
DB00999	DB00909
DB00999	DB01198
DB00697	DB00412
DB00310	DB01224
DB00458	DB00905
DB00697	DB00216
DB00829	DB01223
DB00915	DB00543
DB01062	DB00204
DB01023	DB01165
DB00181	DB00927
DB01009	DB00533
DB01156	DB00252
DB00945	DB00531
DB00945	DB00545
DB01156	DB01595
DB00222	DB01224
DB00425	DB00399
DB00884	DB00489
DB01233	DB01223
DB00370	DB01165
DB00450	DB00433
DB00798	DB00435
DB01165	DB00853
DB00537	DB00598
DB00537	DB01041
DB01050	DB00399
DB01068	DB01215
DB00501	DB00423
DB00813	DB01020
DB00472	DB00962
DB00472	DB00549
DB00316	DB00691
DB00819	DB00433
DB00316	DB00887
DB01110	DB01268
DB00737	DB00776
DB01016	DB00425
DB00186	DB00776
DB00341	DB00986
DB01132	DB00697
DB00537	DB00641
DB00950	DB00399
DB01136	DB01059
DB00904	DB00489
DB00404	DB00310
DB00761	DB00809
DB00277	DB00973
DB01611	DB00423
DB00630	DB00313
DB00695	DB01115
DB00776	DB00317
DB00457	DB00214
DB00422	DB00433
DB00313	DB00863
DB01009	DB00231
DB01043	DB00370
DB01023	DB00350
DB01023	DB00370
DB00404	DB00549
DB00630	DB00458
DB01001	DB00530
DB00945	DB01611
DB00927	DB01101
DB01224	DB00763
DB00533	DB00697
DB00196	DB00570
DB00186	DB00331
DB00341	DB00204
DB00842	DB01129
DB00761	DB00905
DB00335	DB00458
DB00472	DB01050
DB00966	DB01194
DB00341	DB01069
DB00598	DB00734
DB00316	DB00285
DB00395	DB00191
DB00829	DB00559
DB00533	DB00938
DB00252	DB00395
DB00381	DB01591
DB00819	DB00945
DB00819	DB00335
DB00448	DB06700
DB00404	DB00191
DB01224	DB00726
DB01068	DB01069
DB00458	DB00338
DB00458	DB00904
DB00482	DB00502
DB00540	DB00850
DB00321	DB00422
DB00484	DB00231
DB01132	DB00549
DB00822	DB00842
DB00557	DB00289
DB01173	DB01132
DB00455	DB00734
DB00476	DB00659
DB00630	DB01006
DB00555	DB01101
DB00458	DB00884
DB01069	DB01041
DB00395	DB00580
DB00482	DB00952
DB00196	DB01173
DB00661	DB00502
DB00196	DB00186
DB00196	DB00455
DB00555	DB00820
DB00590	DB01020
DB01029	DB00246
DB00213	DB01041
DB00951	DB00455
DB00951	DB00186
DB00575	DB00763
DB00619	DB00776
DB00281	DB00399
DB02530	DB00916
DB01068	DB00975
DB00482	DB00549
DB01005	DB00559
DB00321	DB00863
DB00761	DB01124
DB01136	DB00927
DB00544	DB00973
DB00745	DB01041
DB01136	DB00213
DB00999	DB00287
DB01136	DB00282
DB00321	DB00669
DB01097	DB01041
DB00927	DB00910
DB01059	DB00842
DB00559	DB00820
DB00734	DB00399
DB00808	DB00214
DB01241	DB00549
DB00575	DB01110
DB00749	DB00966
DB01067	DB00678
DB00945	DB00191
DB00975	DB00808
DB00745	DB01115
DB00423	DB00285
DB00339	DB00761
DB00280	DB00813
DB00575	DB00927
DB00321	DB01173
DB00524	DB00433
DB01173	DB00973
DB01156	DB00806
DB01156	DB01254
DB00924	DB00282
DB00924	DB00213
DB01156	DB00850
DB00887	DB00975
DB00916	DB00727
DB00475	DB00215
DB01110	DB01165
DB01039	DB00196
DB00370	DB00806
DB00813	DB01117
DB00843	DB01059
DB00250	DB01016
DB01039	DB00216
DB01039	DB00412
DB00316	DB00412
DB00316	DB00216
DB00280	DB00678
DB00331	DB01101
DB01143	DB01233
DB00564	DB00331
DB00316	DB00776
DB01156	DB01173
DB01143	DB00904
DB00695	DB01238
DB01242	DB00695
DB01242	DB00996
DB01156	DB00557
DB01136	DB00338
DB00727	DB00433
DB01117	DB00480
DB00924	DB00250
DB01026	DB00863
DB01059	DB00399
DB00454	DB00476
DB01006	DB00580
DB00244	DB00916
DB00244	DB00264
DB00564	DB01062
DB00564	DB00341
DB00231	DB01041
DB00927	DB00842
DB00749	DB00678
DB00250	DB00433
DB01173	DB00231
DB00531	DB00440
DB01029	DB01291
DB00381	DB01224
DB00727	DB00580
DB00316	DB00531
DB01059	DB00559
DB00813	DB00370
DB00813	DB00350
DB00328	DB00580
DB01001	DB00966
DB00794	DB00863
DB01165	DB00231
DB00950	DB01173
DB00887	DB00967
DB00761	DB00571
DB00557	DB00818
DB00264	DB00481
DB00590	DB01241
DB00264	DB00399
DB00945	DB01215
DB00264	DB01194
DB00313	DB01215
DB00829	DB01105
DB00450	DB00734
DB00213	DB00910
DB00201	DB00425
DB00181	DB00727
DB00450	DB00186
DB00537	DB00313
DB00328	DB00433
DB00328	DB01032
DB00999	DB01088
DB00331	DB01020
DB02530	DB00215
DB01215	DB00697
DB00422	DB00947
DB00341	DB01006
DB00222	DB01101
DB00215	DB00695
DB00215	DB00996
DB00661	DB13919
DB00321	DB00341
DB00404	DB01088
DB01001	DB00289
DB00564	DB01181
DB00564	DB00458
DB00737	DB00938
DB00341	DB01041
DB00482	DB01173
DB00557	DB00976
DB00537	DB01062
DB01115	DB01132
DB01020	DB00550
DB01001	DB00472
DB01001	DB00544
DB00316	DB01215
DB00850	DB00734
DB00313	DB01117
DB00841	DB00641
DB00863	DB00559
DB00356	DB00537
DB01165	DB00947
DB01165	DB01254
DB00555	DB00419
DB00537	DB00990
DB01136	DB00313
DB00455	DB00454
DB00335	DB00749
DB00537	DB01105
DB00338	DB09026
DB00482	DB00455
DB00482	DB00186
DB00395	DB01115
DB01136	DB00458
DB01136	DB00231
DB00341	DB01115
DB00328	DB00282
DB00328	DB00213
DB00630	DB01291
DB01165	DB00761
DB00695	DB00976
DB00448	DB00454
DB00404	DB01115
DB01077	DB01129
DB00973	DB00398
DB00952	DB00476
DB00544	DB01204
DB00564	DB01033
DB01068	DB01151
DB00630	DB00328
DB00423	DB00268
DB00379	DB00897
DB00231	DB00973
DB00448	DB01043
DB01016	DB01198
DB00316	DB00533
DB00316	DB00268
DB01241	DB00455
DB01241	DB00186
DB00484	DB00331
DB01136	DB00550
DB00501	DB00967
DB00850	DB00412
DB13919	DB00196
DB01165	DB00204
DB01165	DB00287
DB01068	DB00734
DB00924	DB00480
DB01068	DB00953
DB00710	DB01101
DB00316	DB01254
DB00969	DB01069
DB00945	DB01115
DB00749	DB00476
DB00555	DB00991
DB00252	DB00916
DB00252	DB00524
DB00252	DB00544
DB00252	DB00472
DB00252	DB00379
DB00993	DB00222
DB00993	DB01067
DB00502	DB00842
DB00395	DB00423
DB00501	DB00916
DB00501	DB00264
DB00196	DB00204
DB00975	DB00222
DB13919	DB00395
DB00630	DB01162
DB00661	DB00656
DB00404	DB00423
DB01291	DB01162
DB13919	DB00863
DB01149	DB01165
DB00909	DB00476
DB00656	DB00966
DB00331	DB01105
DB00475	DB00448
DB00887	DB01162
DB01016	DB00580
DB01067	DB01224
DB00433	DB00905
DB00612	DB00973
DB00661	DB00440
DB00808	DB00761
DB00945	DB06700
DB00727	DB01162
DB00996	DB00991
DB00484	DB00761
DB00370	DB01268
DB01001	DB00270
DB00993	DB00313
DB00533	DB00905
DB00780	DB00338
DB00338	DB01020
DB00749	DB00656
DB01009	DB00727
DB01068	DB00213
DB01156	DB00798
DB01156	DB01241
DB01068	DB00282
DB00404	DB00356
DB00945	DB01020
DB00423	DB00246
DB00804	DB00244
DB01029	DB01059
DB00252	DB01069
DB00745	DB00285
DB01132	DB00476
DB01188	DB01050
DB00215	DB09026
DB00612	DB00313
DB00842	DB00966
DB00575	DB01009
DB00749	DB00231
DB00393	DB00863
DB01136	DB01020
DB00590	DB00440
DB00575	DB01149
DB00455	DB00376
DB00761	DB00897
DB00455	DB00440
DB01156	DB00422
DB01238	DB00412
DB00540	DB00863
DB00726	DB00214
DB00448	DB00842
DB00557	DB00967
DB00186	DB00559
DB00268	DB00621
DB00641	DB00289
DB01023	DB00196
DB00557	DB00331
DB00335	DB00993
DB01069	DB00571
DB00231	DB01033
DB01217	DB00924
DB00999	DB00289
DB00924	DB00502
DB01595	DB00231
DB00425	DB01101
DB00338	DB00991
DB00338	DB00842
DB01242	DB01097
DB01016	DB01233
DB00749	DB01115
DB00749	DB00976
DB00678	DB00656
DB00863	DB00953
DB01217	DB00537
DB00945	DB00996
DB00472	DB00734
DB00924	DB01224
DB00537	DB00794
DB00804	DB01132
DB00214	DB00580
DB01043	DB00806
DB01128	DB01067
DB00737	DB00289
DB00690	DB00425
DB01039	DB00289
DB00381	DB00341
DB00201	DB01068
DB00455	DB01149
DB01181	DB00425
DB00338	DB00489
DB00996	DB00990
DB00761	DB00947
DB00829	DB00784
DB00482	DB00724
DB00695	DB00448
DB00316	DB00489
DB00818	DB01020
DB00277	DB00727
DB00350	DB00338
DB01149	DB00641
DB00737	DB01173
DB01026	DB01115
DB01001	DB00678
DB01001	DB00408
DB00458	DB00571
DB00450	DB00727
DB01115	DB00842
DB00818	DB01223
DB00455	DB00549
DB01016	DB00571
DB00213	DB00990
DB00482	DB00910
DB00916	DB01041
DB00880	DB00761
DB00829	DB00853
DB00829	DB00231
DB00829	DB01129
DB00215	DB00540
DB00531	DB00270
DB00350	DB00425
DB00915	DB00749
DB00482	DB00196
DB00191	DB00425
DB00350	DB01069
DB00182	DB00533
DB00571	DB00863
DB00571	DB00481
DB00973	DB00976
DB00843	DB01198
DB00661	DB00557
DB00341	DB00799
DB00924	DB00300
DB00341	DB00328
DB00661	DB01611
DB00222	DB01238
DB01043	DB00794
DB00808	DB00476
DB00341	DB00285
DB00186	DB01115
DB01009	DB00448
DB01068	DB00285
DB00524	DB00745
DB01136	DB00328
DB00999	DB01267
DB01136	DB01291
DB00316	DB00829
DB00395	DB00502
DB00983	DB00996
DB00924	DB00967
DB00455	DB01062
DB00630	DB00820
DB00843	DB00973
DB00422	DB01129
DB00328	DB00540
DB00404	DB00502
DB01156	DB00808
DB00524	DB01223
DB00321	DB00996
DB00321	DB00695
DB00316	DB00537
DB01009	DB01132
DB00861	DB00813
DB00356	DB00448
DB00181	DB13919
DB00376	DB00285
DB01136	DB00422
DB00843	DB00806
DB00455	DB00289
DB00927	DB00976
DB00697	DB00962
DB00433	DB00897
DB00252	DB01001
DB00252	DB00630
DB00612	DB00285
DB00537	DB00905
DB01128	DB00999
DB01032	DB00533
DB00328	DB01224
DB00842	DB01062
DB01105	DB00425
DB00920	DB01165
DB00904	DB00794
DB00564	DB01149
DB01611	DB01224
DB01032	DB00433
DB01050	DB00425
DB00214	DB00412
DB01026	DB00476
DB00975	DB01009
DB00927	DB00502
DB00181	DB00745
DB01062	DB00440
DB01062	DB00938
DB00328	DB00820
DB01156	DB00924
DB00222	DB00559
DB00564	DB00962
DB00975	DB01124
DB00861	DB00863
DB01242	DB00813
DB01242	DB00950
DB00461	DB00905
DB00850	DB00476
DB00277	DB00887
DB00590	DB01077
DB00381	DB00590
DB00590	DB00749
DB00749	DB00331
DB01050	DB00776
DB01001	DB00335
DB01001	DB00945
DB01039	DB01043
DB01039	DB00454
DB01005	DB00331
DB00863	DB00210
DB00531	DB00818
DB00983	DB00973
DB00268	DB00884
DB00590	DB00540
DB01149	DB00399
DB00619	DB01020
DB01217	DB01029
DB00904	DB00641
DB00186	DB00476
DB01188	DB01165
DB00590	DB00457
DB00250	DB00231
DB00310	DB01198
DB00950	DB01149
DB00310	DB00425
DB00250	DB00951
DB01097	DB00916
DB01097	DB00264
DB01097	DB00524
DB00916	DB00938
DB01029	DB00398
DB01039	DB00533
DB01039	DB00268
DB01039	DB00818
DB00697	DB00656
DB00564	DB00761
DB01156	DB01165
DB00544	DB01062
DB00695	DB01162
DB13919	DB00289
DB00598	DB00641
DB00999	DB06700
DB00395	DB00966
DB00482	DB00211
DB00338	DB00208
DB00310	DB01039
DB00404	DB00966
DB00999	DB00820
DB00678	DB00300
DB00423	DB00399
DB00250	DB00727
DB01077	DB00186
DB00341	DB00983
DB00993	DB00575
DB00999	DB01115
DB00282	DB00761
DB01068	DB00973
DB00909	DB01198
DB01077	DB00999
DB00806	DB00884
DB00316	DB00214
DB00991	DB00734
DB00313	DB00580
DB00215	DB00580
DB00381	DB00328
DB01039	DB00808
DB01029	DB01162
DB01162	DB00398
DB01173	DB01224
DB01224	DB00533
DB00697	DB00897
DB00695	DB00461
DB01611	DB00213
DB01068	DB00408
DB01068	DB00678
DB01215	DB00338
DB01162	DB00289
DB00533	DB01162
DB00335	DB00924
DB00531	DB00412
DB01023	DB00938
DB00341	DB00863
DB00448	DB01115
DB00215	DB00669
DB00341	DB00481
DB00630	DB01194
DB00482	DB01149
DB00448	DB00376
DB00448	DB00440
DB00222	DB01050
DB00829	DB00745
DB00669	DB01238
DB00945	DB00285
DB00395	DB01041
DB00564	DB00196
DB01224	DB00656
DB00853	DB00285
DB00264	DB01101
DB00341	DB00910
DB00472	DB00990
DB01050	DB01006
DB00404	DB01041
DB00969	DB00641
DB00213	DB00580
DB00204	DB00905
DB00231	DB00246
DB01050	DB01020
DB01001	DB00331
DB00916	DB01238
DB01043	DB00433
DB00945	DB01006
DB00196	DB01016
DB01068	DB00461
DB01101	DB00399
DB00945	DB00904
DB13919	DB01165
DB01001	DB09389
DB01001	DB00540
DB00678	DB00440
DB00264	DB00659
DB00993	DB00818
DB00381	DB01097
DB01097	DB00476
DB01041	DB01101
DB00482	DB00480
DB00678	DB00376
DB13919	DB01043
DB01275	DB00338
DB00690	DB00281
DB00213	DB00204
DB01050	DB00998
DB01050	DB00216
DB01001	DB00829
DB00395	DB00678
DB01050	DB00412
DB00540	DB00246
DB00540	DB00710
DB00555	DB00659
DB01215	DB01267
DB01156	DB00482
DB00734	DB00726
DB00630	DB00262
DB00950	DB01041
DB00740	DB00425
DB00630	DB00395
DB00999	DB00457
DB00404	DB00678
DB00472	DB00481
DB00575	DB00423
DB00379	DB00884
DB00996	DB01611
DB01068	DB00216
DB00999	DB00656
DB01068	DB00412
DB00996	DB00999
DB00813	DB01033
DB00262	DB00537
DB00630	DB00594
DB00972	DB01224
DB01233	DB00763
DB00448	DB00412
DB00745	DB00476
DB01132	DB00691
DB00404	DB01059
DB00695	DB00960
DB00945	DB00784
DB00215	DB00818
DB00215	DB00571
DB00972	DB00575
DB00564	DB00990
DB00335	DB00806
DB00482	DB00962
DB01029	DB00776
DB01217	DB00338
DB00808	DB01233
DB00341	DB01033
DB00331	DB00842
DB01156	DB00208
DB00433	DB00287
DB00927	DB00338
DB01589	DB00476
DB00268	DB01041
DB00993	DB00571
DB01039	DB01062
DB00477	DB00555
DB00341	DB01242
DB00537	DB00398
DB00564	DB00398
DB01097	DB00678
DB00612	DB13919
DB00502	DB00455
DB00695	DB00398
