drug_1	drug_2
DB01170	DB00999
DB00957	DB00783
DB00850	DB00321
DB01626	DB00232
DB00999	DB00206
DB00206	DB00774
DB01325	DB00206
DB00195	DB00310
DB01021	DB00206
DB00423	DB00945
DB00371	DB00286
DB00691	DB00999
DB01183	DB00652
DB00999	DB00598
DB00999	DB01089
DB01324	DB00206
DB11827	DB00331
DB11827	DB01261
DB00652	DB00945
DB00999	DB00373
DB00999	DB00960
DB01357	DB00717
DB01357	DB00823
DB00977	DB09389
DB00977	DB00823
DB01235	DB01034
DB00188	DB00773
DB00796	DB00178
DB01119	DB00325
DB00252	DB00313
DB00188	DB00072
DB00072	DB00445
DB00072	DB00997
DB01248	DB00432
DB00373	DB01194
DB00388	DB00979
DB00317	DB00762
DB00950	DB01032
DB00584	DB00528
DB08799	DB01620
DB01241	DB00439
DB01577	DB01114
DB00115	DB01229
DB00072	DB00515
DB00996	DB00906
DB00273	DB00555
DB00273	DB00564
DB00273	DB00313
DB01075	DB00277
DB00273	DB00776
DB00273	DB01202
DB00026	DB01234
DB00612	DB00966
DB00956	DB00725
DB00717	DB01006
DB01229	DB00539
DB00399	DB00997
DB00537	DB00440
DB00877	DB00775
DB00412	DB06335
DB00734	DB00313
DB00041	DB00030
DB06151	DB00746
DB00015	DB00054
DB00313	DB00555
DB00996	DB00564
DB00417	DB00199
DB00776	DB01202
DB01088	DB00203
DB00987	DB00515
DB00829	DB00813
DB01016	DB06203
DB01098	DB01241
DB00316	DB01009
DB00514	DB00809
DB00433	DB00902
DB01082	DB00381
DB08868	DB00335
DB01033	DB00207
DB00615	DB01033
DB01033	DB01045
DB01211	DB01033
DB00853	DB00619
DB00388	DB01069
DB00860	DB00798
DB00030	DB06203
DB01023	DB01029
DB01242	DB00472
DB01224	DB00472
DB01306	DB00912
DB01222	DB00448
DB00207	DB01045
DB00313	DB00997
DB00331	DB01306
DB00412	DB00903
DB00394	DB01001
DB02546	DB00056
DB00544	DB00104
DB00394	DB00938
DB01137	DB00798
DB01238	DB01356
DB00331	DB00158
DB01095	DB00973
DB05332	DB00928
DB00388	DB01233
DB00758	DB01590
DB00497	DB00327
DB01098	DB01225
DB00584	DB01136
DB00503	DB01394
DB01212	DB00713
DB01309	DB00047
DB00169	DB00047
DB00412	DB00052
DB01212	DB01211
DB00678	DB00571
DB00331	DB00421
DB00860	DB00588
DB00912	DB00030
DB04878	DB06203
DB05039	DB00938
DB06335	DB01132
DB01171	DB06288
DB00422	DB01576
DB00796	DB00584
DB01211	DB00588
DB00678	DB00335
DB01036	DB01263
DB01268	DB00317
DB00661	DB01356
DB00860	DB00471
DB00338	DB00586
DB00588	DB00043
DB00758	DB01229
DB01212	DB00601
DB01012	DB00910
DB01043	DB00153
DB00446	DB00741
DB00030	DB06335
DB06287	DB00034
DB00764	DB00983
DB00956	DB00945
DB00894	DB00783
DB00956	DB00397
DB00956	DB00852
DB00388	DB01050
DB00994	DB00860
DB00388	DB06691
